2015-10-10 19:06:38,559 [6] INFO  Umbraco.Core.CoreBootManager - [P3100/T1/D2] Umbraco 7.2.8 application starting on JUHO
2015-10-10 19:06:38,645 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Determining hash of code files on disk
2015-10-10 19:06:38,663 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Hash determined (took 16ms)
2015-10-10 19:06:38,669 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-10-10 19:06:38,700 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 37 (took 30ms)
2015-10-10 19:06:38,817 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-10-10 19:06:38,818 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
2015-10-10 19:06:38,818 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-10-10 19:06:38,819 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 16 (took 1ms)
2015-10-10 19:06:38,837 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-10-10 19:06:38,838 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 1ms)
2015-10-10 19:06:38,838 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-10-10 19:06:38,843 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 35 (took 4ms)
2015-10-10 19:06:38,910 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-10-10 19:06:38,911 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 1ms)
2015-10-10 19:06:38,912 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-10-10 19:06:38,913 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 1ms)
2015-10-10 19:06:39,931 [6] INFO  Umbraco.Core.DatabaseContext - [P3100/T1/D2] CanConnect = True
2015-10-10 19:06:39,955 [6] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - [P3100/T1/D2] Initializing Umbraco internal event handlers for cache refreshing
2015-10-10 19:06:39,977 [6] INFO  Umbraco.Web.Search.ExamineEvents - [P3100/T1/D2] Initializing Examine and binding to business logic events
2015-10-10 19:06:40,078 [6] INFO  Umbraco.Web.Search.ExamineEvents - [P3100/T1/D2] Adding examine event handlers for index providers: 3
2015-10-10 19:06:40,092 [6] INFO  Umbraco.Core.CoreBootManager - [P3100/T1/D2] Umbraco application startup complete (took 1495ms)
2015-10-10 19:06:41,349 [6] INFO  Umbraco.Core.ApplicationContext - [P3100/T1/D2] ApplicationUrl: http://localhost:51179/umbraco (UmbracoModule request)
2015-10-10 19:06:41,493 [6] INFO  umbraco.content - [P3100/T1/D2] Load Xml from file...
2015-10-10 19:06:41,501 [6] INFO  umbraco.content - [P3100/T1/D2] Loaded Xml from file.
2015-10-10 19:06:41,673 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
2015-10-10 19:06:41,675 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 23 (took 0ms)
2015-10-10 19:06:42,360 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
2015-10-10 19:06:42,362 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 44 (took 1ms)
2015-10-10 19:07:32,988 [6] INFO  Umbraco.Core.Security.UmbracoMembershipProviderBase - [P3100/T1/D2] Login attempt succeeded for username juho.vuotila@gmail.com from IP address ::1
2015-10-10 19:07:33,074 [6] INFO  Umbraco.Web.Security.WebSecurity - [P3100/T1/D2] User Id: 0 logged in
2015-10-10 19:07:33,314 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-10-10 19:07:33,316 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 1ms)
2015-10-10 19:07:33,458 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of umbraco.interfaces.IApplication
2015-10-10 19:07:33,459 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of umbraco.interfaces.IApplication, found 7 (took 1ms)
2015-10-10 19:07:33,570 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of umbraco.interfaces.ITree
2015-10-10 19:07:33,572 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of umbraco.interfaces.ITree, found 35 (took 2ms)
2015-10-10 19:07:33,600 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-10-10 19:07:33,600 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 0ms)
2015-10-10 19:07:33,605 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of umbraco.interfaces.ITree
2015-10-10 19:07:33,606 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of umbraco.interfaces.ITree, found 19 (took 1ms)
2015-10-10 19:07:44,535 [6] INFO  umbraco.BusinessLogic.Log - [P3100/T1/D2] Log scrubbed.  Removed all items older than 2015-08-11 19.07.44
2015-10-10 19:07:48,278 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of umbraco.interfaces.ICacheRefresher
2015-10-10 19:07:48,280 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 20 (took 1ms)
2015-10-10 19:07:56,387 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry (1)' with Id '1103' has been published.
2015-10-10 19:08:00,526 [6] INFO  umbraco.content - [P3100/T1/D2] Save Xml to file...
2015-10-10 19:08:00,538 [6] INFO  umbraco.content - [P3100/T1/D2] Saved Xml to file.
2015-10-10 19:08:40,965 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-10-10 19:08:40,965 [6] INFO  Umbraco.Core.PluginManager - [P3100/T1/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 0ms)
2015-10-10 19:08:51,064 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry (en)' with Id '1103' has been published.
2015-10-10 19:08:55,117 [6] INFO  umbraco.content - [P3100/T1/D2] Save Xml to file...
2015-10-10 19:08:55,117 [6] INFO  umbraco.content - [P3100/T1/D2] Saved Xml to file.
2015-10-10 19:10:35,958 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry (en)' with Id '1103' has been published.
2015-10-10 19:10:39,997 [6] INFO  umbraco.content - [P3100/T1/D2] Save Xml to file...
2015-10-10 19:10:40,007 [6] INFO  umbraco.content - [P3100/T1/D2] Saved Xml to file.
2015-10-10 19:12:19,498 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry (en)' with Id '1103' has been published.
2015-10-10 19:12:23,549 [6] INFO  umbraco.content - [P3100/T1/D2] Save Xml to file...
2015-10-10 19:12:23,564 [6] INFO  umbraco.content - [P3100/T1/D2] Saved Xml to file.
2015-10-10 19:13:04,352 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry (en)' with Id '1103' has been published.
2015-10-10 19:13:07,901 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [P3100/T1/D2] Content 'ReTee ry' with Id '1093' has been published.
2015-10-10 19:13:11,943 [6] INFO  umbraco.content - [P3100/T1/D2] Save Xml to file...
2015-10-10 19:13:11,953 [6] INFO  umbraco.content - [P3100/T1/D2] Saved Xml to file.
